baixo,baixo,baixo,alto,rejeita
baixo,baixo,baixo,medio,rejeita
baixo,baixo,baixo,baixo,rejeita
baixo,baixo,medio,alto,rejeita
baixo,baixo,medio,medio,rejeita
baixo,baixo,medio,baixo,rejeita
baixo,baixo,alto,alto,aceita
baixo,baixo,alto,medio,replica
baixo,baixo,alto,baixo,replica
baixo,medio,baixo,alto,replica
baixo,medio,baixo,medio,rejeita
baixo,medio,baixo,baixo,rejeita
baixo,medio,medio,alto,replica
baixo,medio,medio,medio,replica
baixo,medio,medio,baixo,rejeita
baixo,medio,alto,alto,aceita
baixo,medio,alto,medio,aceita
baixo,medio,alto,baixo,replica
baixo,alto,baixo,alto,aceita
baixo,alto,baixo,medio,replica
baixo,alto,baixo,baixo,replica
baixo,alto,medio,alto,aceita
baixo,alto,medio,medio,replica
baixo,alto,medio,baixo,replica
baixo,alto,alto,alto,aceita
baixo,alto,alto,medio,aceita
baixo,alto,alto,baixo,replica
medio,baixo,baixo,alto,replica
medio,baixo,baixo,medio,rejeita
medio,baixo,baixo,baixo,rejeita
medio,baixo,medio,alto,aceita
medio,baixo,medio,medio,replica
medio,baixo,medio,baixo,rejeita
medio,baixo,alto,alto,aceita
medio,baixo,alto,medio,replica
medio,baixo,alto,baixo,replica
medio,medio,baixo,alto,replica
medio,medio,baixo,medio,replica
medio,medio,baixo,baixo,rejeita
medio,medio,medio,alto,aceita
medio,medio,medio,medio,replica
medio,medio,medio,baixo,replica
medio,medio,alto,alto,aceita
medio,medio,alto,medio,aceita
medio,medio,alto,baixo,replica
medio,alto,baixo,alto,aceita
medio,alto,baixo,medio,aceita
medio,alto,baixo,baixo,replica
medio,alto,medio,alto,aceita
medio,alto,medio,medio,aceita
medio,alto,medio,baixo,replica
medio,alto,alto,alto,aceita
medio,alto,alto,medio,aceita
medio,alto,alto,baixo,replica
alto,baixo,baixo,alto,replica
alto,baixo,baixo,medio,replica
alto,baixo,baixo,baixo,rejeita
alto,baixo,medio,alto,aceita
alto,baixo,medio,medio,replica
alto,baixo,medio,baixo,replica
alto,baixo,alto,alto,aceita
alto,baixo,alto,medio,aceita
alto,baixo,alto,baixo,replica
alto,medio,baixo,alto,aceita
alto,medio,baixo,medio,replica
alto,medio,baixo,baixo,replica
alto,medio,medio,alto,aceita
alto,medio,medio,medio,aceita
alto,medio,medio,baixo,replica
alto,medio,alto,alto,aceita
alto,medio,alto,medio,aceita
alto,medio,alto,baixo,replica
alto,alto,baixo,alto,aceita
alto,alto,baixo,medio,replica
alto,alto,baixo,baixo,replica
alto,alto,medio,alto,aceita
alto,alto,medio,medio,aceita
alto,alto,medio,baixo,replica
alto,alto,alto,alto,aceita
alto,alto,alto,medio,aceita
alto,alto,alto,baixo,aceita
